cluster,n,rank,feature,bare_name,family,bundle,z_score,cluster_mean,global_mean
1,1346,12,refill_rate_fut_10bps_60s_eth,refill_rate_fut_10bps_60s,Liquidity Events,B3_flow,1.1387,0.101453,0.070353
1,1346,13,trade_count_spot_60s_eth,trade_count_spot_60s,Activity,B3_flow,1.1315,10.301203,9.711864
1,1346,14,price_vs_va_240m_fut_btc,price_vs_va_240m_fut,Volume Profile,B6_context,1.1214,1.852154,1.088602
1,1346,15,price_vs_va_240m_fut_eth,price_vs_va_240m_fut,Volume Profile,B6_context,1.11,1.900446,1.123504
1,1346,16,pull_rate_spot_2bps_60s_eth,pull_rate_spot_2bps_60s,Liquidity Events,B3_flow,1.0875,0.553314,0.385172
1,1346,17,net_cancel_spot_10bps_60s_btc,net_cancel_spot_10bps_60s,Pressure,B1_imbalance,1.0736,9955693.0,907087.375
1,1346,18,refill_rate_fut_2bps_60s_eth,refill_rate_fut_2bps_60s,Liquidity Events,B3_flow,1.0603,0.29029,0.232709
1,1346,19,volume_spot_60s_eth,volume_spot_60s,Activity,B3_flow,1.0531,8.430127,7.646207
1,1346,20,median_refill_rate_fut_5bps_60s_eth,median_refill_rate_fut_5bps_60s,Dynamics,B5_dynamics,1.0479,0.149672,0.104628
1,1346,21,net_cancel_pressure_spot_5bps_60s_btc,net_cancel_pressure_spot_5bps_60s,Pressure,B1_imbalance,1.0394,118528.460938,11840.129883
1,1346,22,net_cancel_spot_5bps_60s_btc,net_cancel_spot_5bps_60s,Pressure,B1_imbalance,1.0394,7111697.5,710409.3125
1,1346,23,price_vs_va_60m_fut_eth,price_vs_va_60m_fut,Volume Profile,B6_context,1.0383,1.838782,1.112713
1,1346,24,price_vs_va_60m_fut_btc,price_vs_va_60m_fut,Volume Profile,B6_context,1.0376,1.822437,1.106137
1,1346,25,volume_spot_300s_eth,volume_spot_300s,Activity,B3_flow,1.0346,9.384857,8.582376
1,1346,26,price_vs_va_1d_fut_btc,price_vs_va_1d_fut,Volume Profile,B6_context,1.0274,1.72734,1.073596
1,1346,27,price_vs_va_1d_fut_eth,price_vs_va_1d_fut,Volume Profile,B6_context,1.0227,1.769688,1.109594
1,1346,28,median_refill_rate_fut_5bps_60s_btc,median_refill_rate_fut_5bps_60s,Dynamics,B5_dynamics,1.0198,0.129676,0.090925
1,1346,29,median_refill_rate_spot_5bps_60s_eth,median_refill_rate_spot_5bps_60s,Dynamics,B5_dynamics,1.019,0.159992,0.114414
1,1346,30,trade_count_fut_60s_eth,trade_count_fut_60s,Activity,B3_flow,1.0176,10.826758,10.304593
1,1346,31,pull_rate_fut_2bps_60s_btc,pull_rate_fut_2bps_60s,Liquidity Events,B3_flow,1.0081,0.432926,0.297895
1,1346,32,z_net_cancel_spot_5bps_900s_btc,z_net_cancel_spot_5bps_900s,Normalization,B5_dynamics,0.9959,3.036826,0.337022
1,1346,33,median_refill_rate_spot_10bps_60s_eth,median_refill_rate_spot_10bps_60s,Dynamics,B5_dynamics,0.9952,0.091073,0.06178
1,1346,34,refill_rate_spot_5bps_60s_btc,refill_rate_spot_5bps_60s,Liquidity Events,B3_flow,0.9875,0.142961,0.108962
1,1346,35,volume_spot_60s_btc,volume_spot_60s,Activity,B3_flow,0.9817,5.049969,4.21805
1,1346,36,above_prev_day_high_fut_eth,above_prev_day_high_fut,Level Events,B6_context,0.9773,0.81055,0.345726
1,1346,37,fill_rate_ahead_spot_1bps_15s_btc,fill_rate_ahead_spot_1bps_15s,Liquidity Events,B3_flow,-0.9722,388703.15625,594870.0
1,1346,38,refill_rate_spot_10bps_60s_btc,refill_rate_spot_10bps_60s,Liquidity Events,B3_flow,0.9646,0.078302,0.058241
1,1346,39,refill_rate_fut_2bps_60s_btc,refill_rate_fut_2bps_60s,Liquidity Events,B3_flow,0.9527,0.275125,0.218461
1,1346,40,refill_rate_fut_5bps_15s_eth,refill_rate_fut_5bps_15s,Liquidity Events,B3_flow,0.9408,0.200253,0.148613
1,1346,41,volume_spot_300s_btc,volume_spot_300s,Activity,B3_flow,0.9385,6.118762,5.331917
1,1346,42,z_net_cancel_spot_5bps_900s_eth,z_net_cancel_spot_5bps_900s,Normalization,B5_dynamics,0.9329,3.503581,0.468379
