column,vif,bare_name,base_concept,group,asset,stage,window_s,market_scope
dist_to_fib_618_week_bps_fut_btc,13102.5766,dist_to_fib_618_week_bps_fut,dist_to_fib_618_week_bps,Range,btc,S1,,Futures
dist_to_fib_500_week_bps_fut_btc,12732.7009,dist_to_fib_500_week_bps_fut,dist_to_fib_500_week_bps,Range,btc,S1,,Futures
dist_to_fib_382_week_bps_fut_btc,10039.476,dist_to_fib_382_week_bps_fut,dist_to_fib_382_week_bps,Range,btc,S1,,Futures
dist_to_fib_786_week_bps_fut_btc,9975.2819,dist_to_fib_786_week_bps_fut,dist_to_fib_786_week_bps,Range,btc,S1,,Futures
lwp_bid_10bps_spot_1s_btc,9922.493,lwp_bid_10bps_spot_1s,lwp_bid_10bps,Price,btc,S0,,Spot
lwp_bid_5bps_spot_1s_btc,9922.2818,lwp_bid_5bps_spot_1s,lwp_bid_5bps,Price,btc,S0,,Spot
lwp_mid_10bps_spot_1s_btc,9922.0451,lwp_mid_10bps_spot_1s,lwp_mid_10bps,Price,btc,S0,,Spot
best_ask_spot_1s_btc,9921.9751,best_ask_spot_1s,best_ask,Price,btc,S0,,Spot
mid_spot_1s_btc,9921.9598,mid_spot_1s,mid,Price,btc,S0,,Spot
best_bid_spot_1s_btc,9921.9445,best_bid_spot_1s,best_bid,Price,btc,S0,,Spot
lwp_mid_5bps_spot_1s_btc,9921.8483,lwp_mid_5bps_spot_1s,lwp_mid_5bps,Price,btc,S0,,Spot
lwp_ask_5bps_spot_1s_btc,9921.208,lwp_ask_5bps_spot_1s,lwp_ask_5bps,Price,btc,S0,,Spot
lwp_mid_struct50_spot_1s_btc,9920.8132,lwp_mid_struct50_spot_1s,lwp_mid_struct50,Price,btc,S0,,Spot
lwp_ask_10bps_spot_1s_btc,9920.3009,lwp_ask_10bps_spot_1s,lwp_ask_10bps,Price,btc,S0,,Spot
lwp_mid_struct100_spot_1s_btc,9913.9976,lwp_mid_struct100_spot_1s,lwp_mid_struct100,Price,btc,S0,,Spot
lwp_ask_struct100_spot_1s_btc,9902.379,lwp_ask_struct100_spot_1s,lwp_ask_struct100,Price,btc,S0,,Spot
lwp_ask_struct50_spot_1s_btc,9902.316,lwp_ask_struct50_spot_1s,lwp_ask_struct50,Price,btc,S0,,Spot
lwp_bid_struct50_spot_1s_btc,9893.1519,lwp_bid_struct50_spot_1s,lwp_bid_struct50,Price,btc,S0,,Spot
lwp_ask_10bps_fut_1s_btc,9851.9353,lwp_ask_10bps_fut_1s,lwp_ask_10bps,Price,btc,S0,,Futures
lwp_ask_5bps_fut_1s_btc,9851.7899,lwp_ask_5bps_fut_1s,lwp_ask_5bps,Price,btc,S0,,Futures
lwp_mid_5bps_fut_1s_btc,9851.7541,lwp_mid_5bps_fut_1s,lwp_mid_5bps,Price,btc,S0,,Futures
lwp_mid_10bps_fut_1s_btc,9851.7519,lwp_mid_10bps_fut_1s,lwp_mid_10bps,Price,btc,S0,,Futures
lwp_bid_5bps_fut_1s_btc,9851.6534,lwp_bid_5bps_fut_1s,lwp_bid_5bps,Price,btc,S0,,Futures
best_bid_fut_1s_btc,9851.6217,best_bid_fut_1s,best_bid,Price,btc,S0,,Futures
mid_fut_1s_btc,9851.6161,mid_fut_1s,mid,Price,btc,S0,,Futures
best_ask_fut_1s_btc,9851.61,best_ask_fut_1s,best_ask,Price,btc,S0,,Futures
lwp_bid_struct50_fut_1s_btc,9851.4233,lwp_bid_struct50_fut_1s,lwp_bid_struct50,Price,btc,S0,,Futures
lwp_mid_struct50_fut_1s_btc,9851.121,lwp_mid_struct50_fut_1s,lwp_mid_struct50,Price,btc,S0,,Futures
lwp_mid_struct100_fut_1s_btc,9850.6049,lwp_mid_struct100_fut_1s,lwp_mid_struct100,Price,btc,S0,,Futures
lwp_bid_struct100_spot_1s_btc,9849.7934,lwp_bid_struct100_spot_1s,lwp_bid_struct100,Price,btc,S0,,Spot
lwp_ask_struct50_fut_1s_btc,9849.7193,lwp_ask_struct50_fut_1s,lwp_ask_struct50,Price,btc,S0,,Futures
lwp_bid_10bps_fut_1s_btc,9849.2124,lwp_bid_10bps_fut_1s,lwp_bid_10bps,Price,btc,S0,,Futures
lwp_ask_struct100_fut_1s_btc,9836.269,lwp_ask_struct100_fut_1s,lwp_ask_struct100,Price,btc,S0,,Futures
lwp_ask_2bps_spot_1s_btc,9835.3214,lwp_ask_2bps_spot_1s,lwp_ask_2bps,Price,btc,S0,,Spot
lwp_bid_struct100_fut_1s_btc,9834.6369,lwp_bid_struct100_fut_1s,lwp_bid_struct100,Price,btc,S0,,Futures
lwp_mid_2bps_spot_1s_btc,9834.2543,lwp_mid_2bps_spot_1s,lwp_mid_2bps,Price,btc,S0,,Spot
lwp_bid_2bps_spot_1s_btc,9833.06,lwp_bid_2bps_spot_1s,lwp_bid_2bps,Price,btc,S0,,Spot
lwp_ask_1bps_spot_1s_btc,9447.1243,lwp_ask_1bps_spot_1s,lwp_ask_1bps,Price,btc,S0,,Spot
lwp_mid_1bps_spot_1s_btc,9447.0658,lwp_mid_1bps_spot_1s,lwp_mid_1bps,Price,btc,S0,,Spot
lwp_bid_1bps_spot_1s_btc,9446.9645,lwp_bid_1bps_spot_1s,lwp_bid_1bps,Price,btc,S0,,Spot
lwp_ask_2bps_fut_1s_btc,9415.3039,lwp_ask_2bps_fut_1s,lwp_ask_2bps,Price,btc,S0,,Futures
lwp_mid_2bps_fut_1s_btc,9415.1736,lwp_mid_2bps_fut_1s,lwp_mid_2bps,Price,btc,S0,,Futures
lwp_bid_2bps_fut_1s_btc,9415.0194,lwp_bid_2bps_fut_1s,lwp_bid_2bps,Price,btc,S0,,Futures
lwp_mid_struct100_fut_900s_btc,9265.1373,lwp_mid_struct100_fut_900s,lwp_mid_struct100,Price,btc,S1,900.0,Futures
lwp_mid_10bps_fut_900s_btc,9264.4902,lwp_mid_10bps_fut_900s,lwp_mid_10bps,Price,btc,S1,900.0,Futures
lwp_mid_struct50_fut_900s_btc,9264.4379,lwp_mid_struct50_fut_900s,lwp_mid_struct50,Price,btc,S1,900.0,Futures
lwp_mid_struct50_fut_300s_btc,9025.9189,lwp_mid_struct50_fut_300s,lwp_mid_struct50,Price,btc,S1,300.0,Futures
lwp_mid_10bps_fut_300s_btc,9025.9076,lwp_mid_10bps_fut_300s,lwp_mid_10bps,Price,btc,S1,300.0,Futures
lwp_mid_struct100_fut_300s_btc,9024.7421,lwp_mid_struct100_fut_300s,lwp_mid_struct100,Price,btc,S1,300.0,Futures
lwp_mid_struct50_fut_60s_btc,8991.8942,lwp_mid_struct50_fut_60s,lwp_mid_struct50,Price,btc,S1,60.0,Futures
lwp_mid_10bps_fut_60s_btc,8991.7274,lwp_mid_10bps_fut_60s,lwp_mid_10bps,Price,btc,S1,60.0,Futures
lwp_mid_struct100_fut_60s_btc,8991.1787,lwp_mid_struct100_fut_60s,lwp_mid_struct100,Price,btc,S1,60.0,Futures
liq_concentration_bid_fut_struct50_1s_btc,8880.9593,liq_concentration_bid_fut_struct50_1s,liq_concentration_bid_struct50,Bookshape,btc,S1,,Futures
lwp_ask_1bps_fut_1s_btc,8734.5343,lwp_ask_1bps_fut_1s,lwp_ask_1bps,Price,btc,S0,,Futures
lwp_mid_1bps_fut_1s_btc,8734.4802,lwp_mid_1bps_fut_1s,lwp_mid_1bps,Price,btc,S0,,Futures
lwp_bid_1bps_fut_1s_btc,8734.4148,lwp_bid_1bps_fut_1s,lwp_bid_1bps,Price,btc,S0,,Futures
aggressor_absorption_ratio_spot_5bps_60s_btc,8720.3693,aggressor_absorption_ratio_spot_5bps_60s,aggressor_absorption_ratio_5bps,Absorption,btc,S2,60.0,Spot
lwp_mid_struct50_spot_900s_btc,8610.5562,lwp_mid_struct50_spot_900s,lwp_mid_struct50,Price,btc,S1,900.0,Spot
lwp_mid_struct100_spot_900s_btc,8606.1785,lwp_mid_struct100_spot_900s,lwp_mid_struct100,Price,btc,S1,900.0,Spot
liq_concentration_ask_fut_struct50_60s_btc,8594.7481,liq_concentration_ask_fut_struct50_60s,liq_concentration_ask_struct50,Bookshape,btc,S2,60.0,Futures
basis_vwap_sf_60s_btc,8554.783,basis_vwap_sf_60s,basis_vwap_sf,Cross-Market,btc,S3,60.0,Spot|Futures
lwp_mid_struct100_spot_300s_btc,8501.8017,lwp_mid_struct100_spot_300s,lwp_mid_struct100,Price,btc,S1,300.0,Spot
lwp_mid_struct50_spot_300s_btc,8501.6475,lwp_mid_struct50_spot_300s,lwp_mid_struct50,Price,btc,S1,300.0,Spot
liq_concentration_bid_fut_struct50_60s_btc,8466.2196,liq_concentration_bid_fut_struct50_60s,liq_concentration_bid_struct50,Bookshape,btc,S2,60.0,Futures
pull_rate_spot_5bps_15s_btc,8231.1326,pull_rate_spot_5bps_15s,pull_rate_5bps,Liquidity Events,btc,S1,15.0,Spot
liq_concentration_ask_fut_struct50_1s_btc,8217.0828,liq_concentration_ask_fut_struct50_1s,liq_concentration_ask_struct50,Bookshape,btc,S1,,Futures
lwp_mid_struct50_spot_60s_btc,8205.531,lwp_mid_struct50_spot_60s,lwp_mid_struct50,Price,btc,S1,60.0,Spot
lwp_mid_struct100_spot_60s_btc,8204.2059,lwp_mid_struct100_spot_60s,lwp_mid_struct100,Price,btc,S1,60.0,Spot
liq_concentration_ask_fut_struct50_900s_btc,7928.5666,liq_concentration_ask_fut_struct50_900s,liq_concentration_ask_struct50,Bookshape,btc,S2,900.0,Futures
liq_concentration_bid_fut_struct50_900s_btc,7881.403,liq_concentration_bid_fut_struct50_900s,liq_concentration_bid_struct50,Bookshape,btc,S2,900.0,Futures
aggressor_absorption_ratio_spot_2bps_60s_btc,7871.6716,aggressor_absorption_ratio_spot_2bps_60s,aggressor_absorption_ratio_2bps,Absorption,btc,S2,60.0,Spot
vwap_spot_1s_btc,7654.6742,vwap_spot_1s,vwap,Price,btc,S1,,Spot
lwp_mid_10bps_spot_900s_btc,7577.4337,lwp_mid_10bps_spot_900s,lwp_mid_10bps,Price,btc,S1,900.0,Spot
pull_rate_fut_1bps_60s_btc,7533.697,pull_rate_fut_1bps_60s,pull_rate_1bps,Liquidity Events,btc,S1,60.0,Futures
liq_concentration_bid_fut_struct50_300s_btc,7325.7205,liq_concentration_bid_fut_struct50_300s,liq_concentration_bid_struct50,Bookshape,btc,S2,300.0,Futures
vwap_fut_1s_btc,7307.9017,vwap_fut_1s,vwap,Price,btc,S1,,Futures
lwp_mid_10bps_spot_300s_btc,7294.3547,lwp_mid_10bps_spot_300s,lwp_mid_10bps,Price,btc,S1,300.0,Spot
liq_concentration_ask_fut_struct50_300s_btc,7266.9435,liq_concentration_ask_fut_struct50_300s,liq_concentration_ask_struct50,Bookshape,btc,S2,300.0,Futures
liq_concentration_bid_spot_struct50_1s_btc,7244.4727,liq_concentration_bid_spot_struct50_1s,liq_concentration_bid_struct50,Bookshape,btc,S1,,Spot
net_add_spot_2bps_1s_btc,7204.4238,net_add_spot_2bps_1s,net_add_2bps,Pressure,btc,S3,1.0,Spot
net_add_pressure_spot_2bps_1s_btc,7204.4238,net_add_pressure_spot_2bps_1s,net_add_pressure_2bps,Pressure,btc,S2,1.0,Spot
aggressor_absorption_ratio_fut_5bps_60s_btc,6993.9275,aggressor_absorption_ratio_fut_5bps_60s,aggressor_absorption_ratio_5bps,Absorption,btc,S2,60.0,Futures
basis_sf_vwap_1s_btc,6966.4271,basis_sf_vwap_1s,basis_sf_vwap,Cross-Market,btc,S2,1.0,Cross
basis_vwap_sf_1s_btc,6966.4271,basis_vwap_sf_1s,basis_vwap_sf,Cross-Market,btc,S2,1.0,Cross
pull_rate_spot_1bps_60s_btc,6899.5683,pull_rate_spot_1bps_60s,pull_rate_1bps,Liquidity Events,btc,S1,60.0,Spot
liq_concentration_ask_spot_struct50_1s_btc,6772.1938,liq_concentration_ask_spot_struct50_1s,liq_concentration_ask_struct50,Bookshape,btc,S1,,Spot
liq_concentration_spot_struct50_60s_btc,6734.6742,liq_concentration_spot_struct50_60s,liq_concentration_struct50,Bookshape,btc,S3,,Spot
net_cancel_pressure_spot_2bps_1s_btc,6729.5377,net_cancel_pressure_spot_2bps_1s,net_cancel_pressure_2bps,Pressure,btc,S2,1.0,Spot
net_cancel_spot_2bps_1s_btc,6729.5377,net_cancel_spot_2bps_1s,net_cancel_2bps,Pressure,btc,S3,1.0,Spot
net_add_spot_2bps_15s_btc,6721.0673,net_add_spot_2bps_15s,net_add_2bps,Pressure,btc,S4,15.0,Spot
net_pressure_spot_2bps_15s_btc,6720.8711,net_pressure_spot_2bps_15s,net_pressure_2bps,Pressure,btc,S3,15.0,Spot
net_add_pressure_spot_2bps_15s_btc,6720.8711,net_add_pressure_spot_2bps_15s,net_add_pressure_2bps,Pressure,btc,S3,15.0,Spot
net_add_pressure_fut_2bps_15s_btc,6684.6322,net_add_pressure_fut_2bps_15s,net_add_pressure_2bps,Pressure,btc,S3,15.0,Futures
net_pressure_fut_2bps_15s_btc,6684.6322,net_pressure_fut_2bps_15s,net_pressure_2bps,Pressure,btc,S3,15.0,Futures
net_add_fut_2bps_15s_btc,6684.6293,net_add_fut_2bps_15s,net_add_2bps,Pressure,btc,S4,15.0,Futures
net_cancel_pressure_fut_2bps_1s_btc,6682.2163,net_cancel_pressure_fut_2bps_1s,net_cancel_pressure_2bps,Pressure,btc,S2,1.0,Futures
net_cancel_fut_2bps_1s_btc,6682.2163,net_cancel_fut_2bps_1s,net_cancel_2bps,Pressure,btc,S3,1.0,Futures
net_add_pressure_spot_5bps_60s_btc,6680.7402,net_add_pressure_spot_5bps_60s,net_add_pressure_5bps,Pressure,btc,S3,60.0,Spot
net_pressure_spot_5bps_60s_btc,6680.7402,net_pressure_spot_5bps_60s,net_pressure_5bps,Pressure,btc,S3,60.0,Spot
net_add_spot_5bps_60s_btc,6680.337,net_add_spot_5bps_60s,net_add_5bps,Pressure,btc,S4,60.0,Spot
net_pressure_spot_10bps_60s_btc,6680.2205,net_pressure_spot_10bps_60s,net_pressure_10bps,Pressure,btc,S3,60.0,Spot
net_add_pressure_spot_10bps_60s_btc,6680.2205,net_add_pressure_spot_10bps_60s,net_add_pressure_10bps,Pressure,btc,S3,60.0,Spot
net_add_spot_10bps_60s_btc,6679.6762,net_add_spot_10bps_60s,net_add_10bps,Pressure,btc,S4,60.0,Spot
net_pressure_spot_10bps_15s_btc,6679.4849,net_pressure_spot_10bps_15s,net_pressure_10bps,Pressure,btc,S3,15.0,Spot
net_add_pressure_spot_10bps_15s_btc,6679.4849,net_add_pressure_spot_10bps_15s,net_add_pressure_10bps,Pressure,btc,S3,15.0,Spot
net_add_spot_10bps_15s_btc,6679.3604,net_add_spot_10bps_15s,net_add_10bps,Pressure,btc,S4,15.0,Spot
net_pressure_spot_5bps_15s_btc,6679.3176,net_pressure_spot_5bps_15s,net_pressure_5bps,Pressure,btc,S3,15.0,Spot
net_add_pressure_spot_5bps_15s_btc,6679.3176,net_add_pressure_spot_5bps_15s,net_add_pressure_5bps,Pressure,btc,S3,15.0,Spot
net_add_spot_5bps_15s_btc,6679.2285,net_add_spot_5bps_15s,net_add_5bps,Pressure,btc,S4,15.0,Spot
net_pressure_spot_2bps_60s_btc,6678.7384,net_pressure_spot_2bps_60s,net_pressure_2bps,Pressure,btc,S3,60.0,Spot
net_add_pressure_spot_2bps_60s_btc,6678.7384,net_add_pressure_spot_2bps_60s,net_add_pressure_2bps,Pressure,btc,S3,60.0,Spot
net_add_spot_2bps_60s_btc,6678.5887,net_add_spot_2bps_60s,net_add_2bps,Pressure,btc,S4,60.0,Spot
net_pressure_logratio_2bps_5bps_spot_60s_btc,6673.9157,net_pressure_logratio_2bps_5bps_spot_60s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,60.0,Spot
net_pressure_logratio_2bps_5bps_spot_1s_btc,6673.9157,net_pressure_logratio_2bps_5bps_spot_1s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,1.0,Spot
net_pressure_logratio_2bps_5bps_spot_15s_btc,6673.9157,net_pressure_logratio_2bps_5bps_spot_15s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,15.0,Spot
net_pressure_logratio_2bps_5bps_fut_60s_btc,6673.3894,net_pressure_logratio_2bps_5bps_fut_60s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,60.0,Futures
net_pressure_logratio_2bps_5bps_fut_1s_btc,6673.3894,net_pressure_logratio_2bps_5bps_fut_1s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,1.0,Futures
net_pressure_logratio_2bps_5bps_fut_15s_btc,6673.3894,net_pressure_logratio_2bps_5bps_fut_15s,net_pressure_logratio_2bps_5bps,Pressure,btc,S3,15.0,Futures
net_add_pressure_fut_2bps_60s_btc,6672.3616,net_add_pressure_fut_2bps_60s,net_add_pressure_2bps,Pressure,btc,S3,60.0,Futures
net_pressure_fut_2bps_60s_btc,6672.3616,net_pressure_fut_2bps_60s,net_pressure_2bps,Pressure,btc,S3,60.0,Futures
net_add_fut_2bps_60s_btc,6672.3505,net_add_fut_2bps_60s,net_add_2bps,Pressure,btc,S4,60.0,Futures
net_pressure_fut_10bps_60s_btc,6672.2983,net_pressure_fut_10bps_60s,net_pressure_10bps,Pressure,btc,S3,60.0,Futures
net_add_pressure_fut_10bps_60s_btc,6672.2983,net_add_pressure_fut_10bps_60s,net_add_pressure_10bps,Pressure,btc,S3,60.0,Futures
net_add_fut_10bps_60s_btc,6672.1228,net_add_fut_10bps_60s,net_add_10bps,Pressure,btc,S4,60.0,Futures
net_add_fut_5bps_15s_btc,6671.1863,net_add_fut_5bps_15s,net_add_5bps,Pressure,btc,S4,15.0,Futures
net_pressure_fut_5bps_15s_btc,6671.183,net_pressure_fut_5bps_15s,net_pressure_5bps,Pressure,btc,S3,15.0,Futures
net_add_pressure_fut_5bps_15s_btc,6671.183,net_add_pressure_fut_5bps_15s,net_add_pressure_5bps,Pressure,btc,S3,15.0,Futures
net_add_fut_5bps_60s_btc,6670.7398,net_add_fut_5bps_60s,net_add_5bps,Pressure,btc,S4,60.0,Futures
net_add_pressure_fut_5bps_60s_btc,6670.7001,net_add_pressure_fut_5bps_60s,net_add_pressure_5bps,Pressure,btc,S3,60.0,Futures
net_pressure_fut_5bps_60s_btc,6670.7001,net_pressure_fut_5bps_60s,net_pressure_5bps,Pressure,btc,S3,60.0,Futures
net_pressure_fut_10bps_15s_btc,6670.6502,net_pressure_fut_10bps_15s,net_pressure_10bps,Pressure,btc,S3,15.0,Futures
net_add_pressure_fut_10bps_15s_btc,6670.6502,net_add_pressure_fut_10bps_15s,net_add_pressure_10bps,Pressure,btc,S3,15.0,Futures
net_add_fut_10bps_15s_btc,6670.6291,net_add_fut_10bps_15s,net_add_10bps,Pressure,btc,S4,15.0,Futures
net_pressure_logratio_5bps_10bps_fut_1s_btc,6669.9202,net_pressure_logratio_5bps_10bps_fut_1s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,1.0,Futures
net_pressure_logratio_5bps_10bps_fut_15s_btc,6669.9202,net_pressure_logratio_5bps_10bps_fut_15s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,15.0,Futures
net_pressure_logratio_5bps_10bps_fut_60s_btc,6669.9202,net_pressure_logratio_5bps_10bps_fut_60s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,60.0,Futures
net_pressure_logratio_5bps_10bps_spot_1s_btc,6669.02,net_pressure_logratio_5bps_10bps_spot_1s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,1.0,Spot
net_pressure_logratio_5bps_10bps_spot_15s_btc,6669.02,net_pressure_logratio_5bps_10bps_spot_15s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,15.0,Spot
net_pressure_logratio_5bps_10bps_spot_60s_btc,6669.02,net_pressure_logratio_5bps_10bps_spot_60s,net_pressure_logratio_5bps_10bps,Pressure,btc,S3,60.0,Spot
trade_absorption_ratio_fut_5bps_1s_btc,6667.5235,trade_absorption_ratio_fut_5bps_1s,trade_absorption_ratio_5bps,Absorption,btc,S3,,Futures
trade_absorption_ratio_fut_1s_btc,6667.5235,trade_absorption_ratio_fut_1s,trade_absorption_ratio,Absorption,btc,S2,1.0,Futures
trade_absorption_ratio_fut_2bps_1s_btc,6667.5235,trade_absorption_ratio_fut_2bps_1s,trade_absorption_ratio_2bps,Absorption,btc,S3,,Futures
d1_pull_rate_spot_10bps_5s_btc,6651.0763,d1_pull_rate_spot_10bps_5s,d1_pull_rate_10bps,Dynamics,btc,S2,5.0,Spot
liq_concentration_fut_struct50_60s_btc,6612.2177,liq_concentration_fut_struct50_60s,liq_concentration_struct50,Bookshape,btc,S3,,Futures
net_add_fut_2bps_1s_btc,6602.0056,net_add_fut_2bps_1s,net_add_2bps,Pressure,btc,S3,1.0,Futures
net_add_pressure_fut_2bps_1s_btc,6602.0056,net_add_pressure_fut_2bps_1s,net_add_pressure_2bps,Pressure,btc,S2,1.0,Futures
aggressor_absorption_ratio_fut_2bps_60s_btc,6492.2159,aggressor_absorption_ratio_fut_2bps_60s,aggressor_absorption_ratio_2bps,Absorption,btc,S2,60.0,Futures
net_add_fut_5bps_1s_btc,6464.4662,net_add_fut_5bps_1s,net_add_5bps,Pressure,btc,S3,1.0,Futures
net_add_pressure_fut_5bps_1s_btc,6464.4662,net_add_pressure_fut_5bps_1s,net_add_pressure_5bps,Pressure,btc,S2,1.0,Futures
queue_pressure_spot_1bps_15s_btc,6457.1287,queue_pressure_spot_1bps_15s,queue_pressure_1bps,Pressure,btc,S2,15.0,Spot
queue_pressure_ratio_spot_1bps_15s_btc,6457.1287,queue_pressure_ratio_spot_1bps_15s,queue_pressure_ratio_1bps,Pressure,btc,S2,15.0,Spot
net_cancel_fut_5bps_1s_btc,6379.4682,net_cancel_fut_5bps_1s,net_cancel_5bps,Pressure,btc,S3,1.0,Futures
net_cancel_pressure_fut_5bps_1s_btc,6379.4682,net_cancel_pressure_fut_5bps_1s,net_cancel_pressure_5bps,Pressure,btc,S2,1.0,Futures
d1_pull_rate_fut_5bps_5s_btc,6353.5756,d1_pull_rate_fut_5bps_5s,d1_pull_rate_5bps,Dynamics,btc,S2,5.0,Futures
queue_pressure_spot_1bps_60s_btc,6305.5647,queue_pressure_spot_1bps_60s,queue_pressure_1bps,Pressure,btc,S2,60.0,Spot
queue_pressure_ratio_spot_1bps_60s_btc,6305.5647,queue_pressure_ratio_spot_1bps_60s,queue_pressure_ratio_1bps,Pressure,btc,S2,60.0,Spot
net_add_pressure_spot_5bps_1s_btc,6277.1345,net_add_pressure_spot_5bps_1s,net_add_pressure_5bps,Pressure,btc,S2,1.0,Spot
net_add_spot_5bps_1s_btc,6277.1345,net_add_spot_5bps_1s,net_add_5bps,Pressure,btc,S3,1.0,Spot
median_pull_rate_spot_5bps_15s_btc,6269.0942,median_pull_rate_spot_5bps_15s,median_pull_rate_5bps,Dynamics,btc,S2,15.0,Spot
net_pressure_flip_rate_fut_5bps_300s_btc,6255.2434,net_pressure_flip_rate_fut_5bps_300s,net_pressure_flip_rate_5bps,Dynamics,btc,S3,300.0,Futures
net_pressure_persist_fut_5bps_300s_btc,6255.2434,net_pressure_persist_fut_5bps_300s,net_pressure_persist_5bps,Dynamics,btc,S3,300.0,Futures
d1_pull_rate_fut_10bps_5s_btc,6232.8675,d1_pull_rate_fut_10bps_5s,d1_pull_rate_10bps,Dynamics,btc,S2,5.0,Futures
pull_rate_fut_10bps_5s_btc,6227.2255,pull_rate_fut_10bps_5s,pull_rate_10bps,Liquidity Events,btc,S1,5.0,Futures
liq_imb_persist_sf_struct50_900s_btc,6090.9346,liq_imb_persist_sf_struct50_900s,liq_imb_persist_sf_struct50,Cross-Market,btc,S3,,Spot|Futures
liq_imb_persist_sf_struct50_300s_btc,6090.9346,liq_imb_persist_sf_struct50_300s,liq_imb_persist_sf_struct50,Cross-Market,btc,S3,,Spot|Futures
liq_imb_fut_struct50_900s_btc,6056.6411,liq_imb_fut_struct50_900s,liq_imb_struct50,Imbalance,btc,S1,900.0,Futures
pull_rate_spot_5bps_60s_btc,6009.7743,pull_rate_spot_5bps_60s,pull_rate_5bps,Liquidity Events,btc,S1,60.0,Spot
net_cancel_fut_2bps_15s_btc,5968.1517,net_cancel_fut_2bps_15s,net_cancel_2bps,Pressure,btc,S4,15.0,Futures
net_cancel_pressure_fut_2bps_15s_btc,5968.1452,net_cancel_pressure_fut_2bps_15s,net_cancel_pressure_2bps,Pressure,btc,S3,15.0,Futures
liq_imb_div_fut_minus_spot_struct50_900s_btc,5948.9947,liq_imb_div_fut_minus_spot_struct50_900s,liq_imb_div_minus_struct50,Cross-Market,btc,S2,900.0,Futures
pull_rate_fut_5bps_15s_btc,5931.6443,pull_rate_fut_5bps_15s,pull_rate_5bps,Liquidity Events,btc,S1,15.0,Futures
refill_vs_pull_spot_2bps_5s_btc,5921.9709,refill_vs_pull_spot_2bps_5s,refill_vs_pull_2bps,Liquidity Events,btc,S2,5.0,Spot
refill_vs_pull_spot_2bps_60s_btc,5921.9709,refill_vs_pull_spot_2bps_60s,refill_vs_pull_2bps,Liquidity Events,btc,S2,60.0,Spot
pull_rate_spot_10bps_60s_btc,5918.9898,pull_rate_spot_10bps_60s,pull_rate_10bps,Liquidity Events,btc,S1,60.0,Spot
net_cancel_fut_10bps_1s_btc,5914.9723,net_cancel_fut_10bps_1s,net_cancel_10bps,Pressure,btc,S3,1.0,Futures
net_cancel_pressure_fut_10bps_1s_btc,5914.9723,net_cancel_pressure_fut_10bps_1s,net_cancel_pressure_10bps,Pressure,btc,S2,1.0,Futures
day_range_bps_spot_btc,5895.1619,day_range_bps_spot,day_range_bps,Range,btc,S1,,Spot
refill_vs_pull_spot_1bps_5s_btc,5887.5274,refill_vs_pull_spot_1bps_5s,refill_vs_pull_1bps,Liquidity Events,btc,S2,5.0,Spot
refill_vs_pull_spot_1bps_15s_btc,5887.5274,refill_vs_pull_spot_1bps_15s,refill_vs_pull_1bps,Liquidity Events,btc,S2,15.0,Spot
net_add_fut_10bps_1s_btc,5870.236,net_add_fut_10bps_1s,net_add_10bps,Pressure,btc,S3,1.0,Futures
net_add_pressure_fut_10bps_1s_btc,5870.236,net_add_pressure_fut_10bps_1s,net_add_pressure_10bps,Pressure,btc,S2,1.0,Futures
liq_concentration_fut_struct50_300s_btc,5867.4789,liq_concentration_fut_struct50_300s,liq_concentration_struct50,Bookshape,btc,S3,,Futures
pull_rate_spot_2bps_5s_btc,5831.1144,pull_rate_spot_2bps_5s,pull_rate_2bps,Liquidity Events,btc,S1,5.0,Spot
liq_imb_fut_struct50_60s_btc,5824.0962,liq_imb_fut_struct50_60s,liq_imb_struct50,Imbalance,btc,S1,60.0,Futures
day_range_bps_fut_btc,5822.0016,day_range_bps_fut,day_range_bps,Range,btc,S1,,Futures
liq_imb_spot_struct50_900s_btc,5821.3604,liq_imb_spot_struct50_900s,liq_imb_struct50,Imbalance,btc,S1,900.0,Spot
pull_rate_fut_2bps_5s_btc,5821.223,pull_rate_fut_2bps_5s,pull_rate_2bps,Liquidity Events,btc,S1,5.0,Futures
median_pull_rate_fut_10bps_60s_btc,5807.7907,median_pull_rate_fut_10bps_60s,median_pull_rate_10bps,Dynamics,btc,S2,60.0,Futures
liq_concentration_bid_spot_struct50_300s_btc,5795.4598,liq_concentration_bid_spot_struct50_300s,liq_concentration_bid_struct50,Bookshape,btc,S2,300.0,Spot
net_cancel_fut_2bps_60s_btc,5792.4151,net_cancel_fut_2bps_60s,net_cancel_2bps,Pressure,btc,S4,60.0,Futures
liq_concentration_spot_struct50_900s_btc,5792.3248,liq_concentration_spot_struct50_900s,liq_concentration_struct50,Bookshape,btc,S3,,Spot
